date,open,high,low,close,adjusted_close,volume,log_ret
2000-01-04,26.823536842105245,27.15189912280701,26.054574999999993,26.389682894736836,68.36281008771931,395678.68421052623,-0.02226359978829547
2000-01-05,26.295677489177496,26.925315151515154,25.851223376623373,26.482587012987022,68.69454935064934,483371.70129870134,0.006609157069235482
2000-01-06,26.41653376623377,26.986460606060604,26.00888614718614,26.532453246753246,70.44013419913419,513068.9004329006,0.0030201166822397254
2000-01-07,26.623277192982442,27.314392982456134,26.26341622807017,26.955102192982466,73.26404736842105,510020.74561403506,0.013800427004288199
2000-01-10,27.0768406926407,27.746917316017313,26.668812987012995,27.29223246753247,74.08955367965366,417899.05194805196,0.008964835667277725
2000-01-11,27.30263896103895,27.76447272727273,26.719914285714275,27.08390822510822,74.7552277056277,412403.06060606055,-0.006900925239563805
2000-01-12,27.108576623376614,27.62144675324674,26.660051082251073,27.12200909090909,71.30595021645021,389529.84415584424,0.0024855460537653966
2000-01-13,27.341011739130437,28.00236304347826,27.024746956521742,27.67142434782609,74.1077939130435,391871.9260869567,0.012876723168236603
2000-01-14,27.745710869565215,28.287250000000004,27.296120869565215,27.738399130434786,75.97018521739129,477820.08260869567,0.003904077405419131
2000-01-18,27.572271861471858,28.108087878787877,27.043949350649346,27.632651082251076,79.0505367965368,414308.593073593,0.0032448929894323382
2000-01-19,27.745419565217396,28.235124347826094,27.282962608695655,27.768907391304346,78.68957869565219,463537.66086956527,0.003599271716368884
2000-01-20,27.59305775862068,28.144788793103437,27.082280603448275,27.546321982758613,77.23848060344828,486166.0862068965,-0.001323263625183491
2000-01-21,27.70489393939394,28.253627705627693,27.098909956709946,27.711202164502176,78.96442727272724,528519.3679653681,0.00418209607404035
2000-01-24,27.736354741379316,28.242675862068964,26.94081077586206,27.232123275862065,74.54562629310345,479873.7543103448,-0.008174929438352935
2000-01-25,27.344985775862064,27.75054827586205,26.60638620689654,27.13437499999999,73.82409008620692,484392.34913793113,-0.005807702946074191
2000-01-26,27.267869696969697,27.802380086580083,26.68369264069264,27.213898701298703,73.52395108225109,487700.7965367963,0.004256291347553699
2000-01-27,27.146425431034473,27.61469741379311,26.525425,26.916123275862063,71.87844827586206,408835.08189655177,-0.00707816761207961
2000-01-28,26.72108917748918,27.128589610389614,26.036567099567097,26.403168831168834,70.08865281385282,577830.8138528138,-0.012617521548331782
2000-01-31,26.661254545454543,27.082073160173156,25.97928268398268,26.496606493506487,70.88733722943724,366654.02597402607,-0.008858918904028382
2000-02-01,26.53960562770563,27.10542510822511,26.135291774891773,26.74692121212122,74.74308787878789,398288.71861471864,0.0059635485531525975
2000-02-02,26.777999567099567,27.470010822510822,26.412450216450207,27.02361168831169,75.22963852813854,468019.54978354974,0.010525540553468212
2000-02-03,27.228763478260877,27.871449130434787,26.735050000000008,27.365645652173924,73.27570434782609,629690.6304347826,0.006431068138103071
2000-02-04,27.09812424242424,27.617481818181815,26.6197735930736,27.080292640692647,72.76287012987011,540734.4329004331,0.0010347900577316268
2000-02-07,27.433407359307363,27.819949350649345,26.839500000000005,27.289971861471866,74.55379134199134,436206.9090909093,-0.0019600204094526136
2000-02-08,27.379807359307367,27.989719047619047,26.866194372294373,27.413732034632034,72.64082337662337,447600.4632034632,0.003251194266972488
2000-02-09,27.41287598253274,27.841613973799127,26.77220873362446,27.151129694323142,72.07981266375545,498718.75545851525,-0.005350589789436658
2000-02-10,27.219580519480516,27.803080519480506,26.578812121212124,27.205799567099575,75.01081991341992,673911.9740259739,-0.0018758489874468737
2000-02-11,27.270800865800876,27.669647619047613,26.63421255411255,26.999806060606065,73.62924415584415,549255.1558441559,-0.006619272474924759
2000-02-14,27.242536244541473,27.90564890829694,26.74535938864628,27.442314847161573,80.16849475982532,560762.5458515284,0.006785992589702841
2000-02-15,27.375004782608702,28.161127826086965,26.800337826086963,27.600977391304355,81.19985913043479,744609.008695652,0.003848197118141178
2000-02-16,27.51185324675324,28.193484415584415,27.018744588744596,27.54720952380952,83.89763376623377,643943.3636363633,-0.0009269838598380054
2000-02-17,27.76846739130435,28.330042608695653,27.15248,27.705510000000007,82.3031843478261,579909.3434782609,0.0025901112508197864
2000-02-18,27.63997217391304,27.990821304347822,26.812994347826095,27.145907391304345,78.16862000000002,516281.52173913043,-0.01351450775099585
2000-02-22,27.184604329004326,27.932387012987007,26.39196103896104,27.288506060606064,76.82450822510825,538425.7056277057,0.0013979447384655423
2000-02-23,27.23470649350649,27.821643290043294,26.659414285714277,27.248683982683975,75.90767748917749,499243.74025974027,-0.003959222371144626
2000-02-24,27.331131004366814,27.92472969432313,26.55433886462882,27.247348908296953,77.74216375545849,618316.2270742358,-0.004081854984152787
2000-02-25,27.304649350649346,28.010944155844154,26.76604805194805,27.241384415584413,78.02500606060606,557924.0129870131,-0.004821491674175835
2000-02-28,27.165854741379313,27.94737155172413,26.538022844827587,27.46739568965517,79.95483103448278,450566.4870689657,0.004156511209892383
2000-02-29,27.83569782608696,28.985479565217393,27.374203478260874,28.512043478260875,82.5756647826087,702090.3826086955,0.0157189220281756
2000-03-01,28.590445021645028,29.362367532467527,27.947017748917748,28.80389004329004,90.22057272727275,576862.4458874458,0.009876082215336339
2000-03-02,28.75353652173914,29.320951304347826,27.74851086956521,28.29397913043478,91.71563260869566,647952.2739130434,-0.003026359411553892
2000-03-03,28.497781034482752,29.481472413793107,27.980114224137928,28.831611206896554,89.62720991379311,641622.8017241381,0.014775067120215007
2000-03-06,28.949281385281395,29.788903030303032,28.257177922077926,29.037305627705628,94.19895151515153,656696.2857142858,-0.005887301063150616
2000-03-07,29.16748354978355,29.759443290043286,28.23328658008658,28.81611255411256,96.91708008658007,591400.670995671,-0.011617000243390036
2000-03-08,28.87460562770563,29.39882077922078,27.8434316017316,28.68370346320347,89.35588311688315,540118.0476190477,-0.0011295923338149687
2000-03-09,28.68536623376624,29.60387445887446,28.159990476190476,29.18032857142858,93.11284935064936,522952.3116883116,0.009349359946526902
2000-03-10,29.25476753246754,29.872918614718618,28.51101948051948,29.008563203463208,94.91895238095238,540913.1341991343,-0.008285319867559721
2000-03-13,28.701941558441558,29.602467532467536,28.071702597402602,28.855173160173162,94.04093203463202,456584.0735930735,-0.008527266223133477
2000-03-14,29.06058434782609,29.5972552173913,28.079586956521734,28.413746521739117,96.51072391304346,491666.0130434782,-0.010150031204407035
2000-03-15,28.67161659388647,29.490227947598246,27.70332270742358,28.677831877729265,93.60292969432315,670641.6026200873,0.011825642548584772
2000-03-16,28.857475652173914,30.313679999999998,28.009421739130424,29.700976086956523,100.69107565217392,736708.204347826,0.04106329029141824
2000-03-17,29.220209956709947,30.243817748917746,28.756386580086577,29.518109090909082,98.51589956709957,561002.9913419916,-0.0009183915278663404
2000-03-20,29.512072413793096,30.046699999999994,28.36015517241379,28.82217844827585,96.39938275862069,453254.60775862075,-0.007998875334956515
2000-03-21,28.75645238095238,29.5490683982684,27.872398701298707,28.92093160173161,97.26698095238095,529089.0043290044,0.0029779110323381107
2000-03-22,29.224395670995683,30.120175324675333,28.704159740259744,29.66839913419913,101.52212813852815,530459.2554112554,0.009577098939162
2000-03-23,29.78232727272728,30.54498961038962,29.165620346320356,29.946357575757578,103.26708528138528,527532.3116883117,0.011301221173998902
2000-03-24,29.979824242424247,30.61901341991342,29.324070129870126,29.875443290043297,108.14530086580086,521200.39826839825,-0.002356018071252319
2000-03-27,30.02085450643777,30.611880686695283,29.3832948497854,29.9176347639485,107.87628969957082,443438.5922746782,-0.003037814818866728
2000-03-28,30.11853160173161,30.769727705627705,29.495444588744586,29.987747186147185,103.13852424242425,437929.67099567107,-0.0014408989070848327
2000-03-29,29.873503448275855,30.470393103448277,28.95545474137932,29.635698706896555,105.63607284482758,467774.58620689646,-0.001613913113030062
2000-03-30,29.446468534482754,30.313881034482748,28.601268965517235,29.383027155172396,104.50061853448275,506997.1336206896,-0.005126431329222145
2000-03-31,29.750801731601722,30.968781385281382,28.905116450216454,30.178214718614708,106.1570324675325,669893.0562770562,0.017497865522116456
2000-04-03,29.934316810344825,30.51495775862069,28.873320258620687,29.380686637931042,109.02837413793102,493664.5689655173,-0.010921949920663723
2000-04-04,29.276337339055797,29.79432017167382,27.237051502145924,28.608139484978544,100.60786180257512,690746.7939914161,-0.01310858765894821
2000-04-05,28.542555411255417,29.924762337662326,28.058163203463206,29.1642670995671,99.10406709956712,524677.1948051949,0.008655580836758004
2000-04-06,29.168612017167376,29.901119742489275,28.53795193133047,29.238962231759643,98.55991587982831,520988.78969957086,0.011425282637129757
2000-04-07,29.677506493506495,30.278878354978353,29.093609090909084,29.80237359307359,98.93741515151517,434155.49350649334,0.004354379245960719
2000-04-10,29.697816017316015,30.329032900432914,28.855732034632037,29.243416450216458,96.79371168831167,461409.07359307364,-0.009907176160469527
2000-04-11,29.03485108225108,29.89288917748919,28.26129653679654,29.05486103896104,102.06720952380952,463324.03030303033,-0.003587150312561314
2000-04-12,28.944557510729606,29.63319227467812,28.14610472103004,28.6000347639485,105.16692103004294,547214.1158798283,-0.004531262246959046
2000-04-13,28.501555555555562,29.189991880341896,27.707769658119652,28.310817948717958,101.42968376068377,543221.3162393164,-0.005277479407941325
2000-04-14,28.283729741379318,28.659927586206887,26.588629741379314,27.063495689655173,99.7224068965517,603783.1120689654,-0.04868070137039879
2000-04-17,26.679012068965523,27.789874568965523,26.0074176724138,27.251396120689655,73.51288749999999,573156.3620689656,-0.0004973277310797679
2000-04-18,27.354799999999997,28.5103367965368,26.847459740259744,28.00483419913421,79.0220774891775,556461.0822510823,0.02699302355866262
2000-04-19,27.685187553648067,28.346954506437765,27.022756652360517,27.649400429184556,78.40207296137338,505167.1888412018,0.0013867393332730503
2000-04-20,27.96832145922747,28.562516738197424,27.318995708154503,27.945611587982825,79.30057939914161,422458.75107296114,0.0014917750404120618
2000-04-24,27.866272413793105,28.4684702586207,27.136585344827587,27.848005172413792,77.18918836206898,371059.198275862,-0.0023235112183884556
2000-04-25,28.052409482758627,28.988536206896548,27.6256150862069,28.641647844827595,75.59063793103448,442151.7801724138,0.020430794658454095
2000-04-26,28.681431465517246,29.320110775862076,28.034066810344832,28.56466896551724,75.38776422413792,517297.0301724138,-0.0013676985087915747
2000-04-27,28.07399181034482,29.20466594827586,27.5806125,28.829085344827575,78.90584870689656,496000.2155172414,0.0043896858613005985
2000-04-28,28.941893133047216,29.70604034334764,28.488602575107297,29.23778884120172,77.5147815450644,467699.49785407726,0.011678544242133864
2000-05-01,29.343352360515027,30.1716948497854,28.81466394849786,29.569773390557934,76.95102403433478,453936.62660944194,0.012797719129137693
2000-05-02,29.555744396551727,30.176426293103454,28.724466810344822,29.16071767241378,81.54573232758622,563969.1422413794,-0.012908498241532462
2000-05-03,28.935842060085847,29.348999141630916,27.88521502145923,28.524426180257514,79.54850987124465,540587.2446351931,-0.016474543738429725
2000-05-04,28.489096153846152,29.18483333333333,28.024344444444452,28.724535042735045,81.30797991452991,509980.8974358974,0.010289546906807973
2000-05-05,28.76570300429184,29.543418884120165,28.44501502145923,29.151230042918463,83.34433304721031,404526.69527897006,0.009398263182555692
2000-05-08,28.932767099567098,29.37971731601732,28.259031601731596,28.627177489177495,82.35638874458876,398084.6796536797,-0.009479405621011955
2000-05-09,29.018515584415585,29.47119350649351,28.17068181818182,28.762962770562773,81.82906623376624,559445.4285714286,-0.0027658725459453006
2000-05-10,28.527630735930735,28.97127359307359,27.804407359307362,28.24784415584416,80.87884502164502,505153.8441558443,-0.017774010412082736
2000-05-11,28.469399134199133,29.28226580086579,28.11215454545455,28.94362727272727,84.4812038961039,561857.3722943721,0.020011726211768544
2000-05-12,28.68198162393163,29.278020940170943,28.2123811965812,28.64203760683761,83.30280982905981,435104.87606837624,0.000748124743818055
2000-05-15,28.7196643776824,29.353299570815448,28.12938626609441,29.02420042918455,85.01797510729614,421743.03004291846,0.010777855584741583
2000-05-16,29.480845021645017,30.091479220779217,28.976793506493504,29.61051212121211,84.74822943722944,467969.0822510822,0.003990077484986083
2000-05-17,29.26895560344828,29.704169827586213,28.663093965517234,29.109964655172412,85.66580258620687,449521.46120689664,-0.011240495971086926
2000-05-18,29.283861904761906,29.71098744588745,28.643661904761906,28.96994155844156,82.98708874458876,445172.1082251082,-0.006591226257352107
2000-05-19,28.71037801724139,29.032387500000006,27.925653017241373,28.29941120689655,80.5364724137931,420511.6551724137,-0.010862847228642912
2000-05-22,28.2617375,28.632301724137918,27.300086637931038,28.08758491379311,75.6327349137931,443379.0,-0.006947742595642872
2000-05-23,28.07023448275862,28.60009913793104,27.352736206896545,27.628526293103434,76.89942931034483,450028.5862068964,-0.013230201537025128
2000-05-24,27.676655844155842,28.34799956709958,26.795965367965383,27.916459307359318,76.93170562770561,613880.2987012987,0.0020251900988430844
2000-05-25,27.76414805194805,28.26854155844156,27.00555497835499,27.301986580086588,76.75989610389611,526588.4242424242,-0.008170942737027795
2000-05-26,27.250359656652353,27.714332618025747,26.675341630901293,27.18631502145922,75.05445021459231,350749.7510729614,0.0003423186197451979
2000-05-30,27.293919313304716,28.241006008583682,27.032976824034336,27.97522446351931,76.09699184549356,431081.29613733897,0.015951131803078625
2000-05-31,28.172556768558948,28.968342358078598,27.63339432314411,28.155982096069877,81.69159388646288,519370.1572052403,-0.004112384366271884
2000-06-01,28.096873706896556,28.812910775862072,27.73079827586207,28.456882758620694,78.47088362068965,521741.80172413785,0.014703666881351295
2000-06-02,28.731633905579404,29.499833905579404,28.325110729613737,28.89659098712447,72.22338497854078,520941.6223175965,0.015206499870873524
2000-06-05,28.805801287553656,29.34127896995708,28.185807725321887,28.737762660944192,70.40934291845493,440754.17167381966,-0.00669915052763103
2000-06-06,28.60388888888889,29.218054700854704,28.021020940170935,28.451611965811974,74.92372692307693,467958.047008547,-0.0002476833245960626
2000-06-07,28.70072112068965,29.266164224137924,28.13146379310345,28.771027586206884,76.74382112068965,451206.74999999994,0.0038314773459001564
2000-06-08,28.667258119658122,29.099076495726496,28.102192735042742,28.618384615384613,78.43643290598291,429884.11965811986,0.0017748466344663482
2000-06-09,29.06874848484848,29.692174458874458,28.618930735930736,29.21366926406927,77.72232813852814,501448.1341991343,0.006905486771587236
2000-06-12,29.003893965517232,29.450509051724133,28.298613793103442,28.750428448275866,81.48241637931034,414105.45689655177,-0.0038159555094514756
2000-06-13,28.601383189655152,29.318002586206887,28.157498706896543,29.013491810344828,83.08026120689655,513743.1465517243,0.005301599551837458
2000-06-14,29.008196551724133,29.56599870689655,28.43440775862069,28.832188793103438,84.40362155172411,494979.3189655172,-0.0005944227684740707
2000-06-15,28.074486206896545,28.53758879310344,27.46013189655173,28.077532327586205,83.58624827586208,449925.53017241374,-0.0026630513829270196
2000-06-16,28.196666810344823,28.653090517241367,27.578831034482768,28.121113362068968,84.21246293103448,735492.853448276,-0.0006314106249694898
2000-06-19,28.067377586206888,28.768787068965505,27.591281896551727,28.310227586206892,84.27111206896552,543497.8405172414,0.0029082763084996134
2000-06-20,27.81434181034483,28.201737068965517,27.162693965517242,27.608350862068967,82.81141637931036,501404.349137931,-0.005861831593899261
2000-06-21,27.516563793103447,28.058402155172416,27.073937068965506,27.60833922413793,85.2633176724138,404788.2715517242,-0.0019535629930598325
2000-06-22,27.55732746781116,28.112779828326182,26.894655793991415,27.187986695278965,81.7793261802575,519634.9527896994,-0.014123638073182385
2000-06-23,27.21968717948719,27.625434188034195,26.59151837606839,26.991030341880343,82.95595427350429,480932.8888888889,-0.002843003034311588
2000-06-26,27.234908154506446,27.70767167381974,26.671947210300445,27.26783776824035,77.61779442060086,437308.99570815463,0.003109551763844592
2000-06-27,27.416304761904765,28.063192207792223,26.83609567099567,27.3679064935065,79.00427748917751,555190.0995670997,0.001775339093876459
2000-06-28,27.515939999999997,28.29836739130435,27.124857391304353,27.941418260869565,77.73636695652175,550946.0391304345,0.017233689472717504
2000-06-29,27.59313103448276,28.31619999999999,27.011805172413787,27.63855818965517,78.48679999999999,552135.698275862,-0.003017273672920538
2000-06-30,27.82428528138528,28.524956709956715,26.819491341991338,27.48631991341992,77.73827316017316,741162.9956709956,-0.011049801986588831
2000-07-03,27.62103739130435,28.323719565217388,27.290277391304347,28.026608260869565,79.1848439130435,199279.93913043474,0.016153210790618128
2000-07-05,27.58442264957265,28.06507521367523,26.791977350427356,27.25339658119659,72.1964794871795,413720.329059829,-0.007499054008870897
2000-07-06,27.4469400862069,28.13125689655171,26.915034051724138,27.68345862068965,75.44202456896552,542120.8189655175,0.008077637962398628
2000-07-07,27.749726724137915,28.42259094827585,27.36399353448275,27.94863749999999,75.36302931034483,435384.5603448275,0.007844899051149585
2000-07-10,28.03068318965517,28.74271249999999,27.63957370689655,28.215669827586204,74.03791034482757,410805.426724138,0.006419621516168154
