date,Materials,Industrials,Health Care,Real Estate,Consumer Discretionary,Financials,Utilities,Information Technology,Energy,Consumer Staples,Communication Services
2019-09-26,59.151580769230776,69.96274925373135,75.11245,40.98201785714286,66.89872698412697,52.650334848484846,58.64650666666666,59.021202631578944,26.70120588235294,81.685775,49.43935
2019-09-27,58.83962307692308,69.56478208955224,74.42142352941175,40.75991071428571,66.54762539682537,52.310739393939386,58.28309333333333,57.86061578947367,26.630664705882353,80.66223125,48.837383333333335
2019-09-30,59.22146153846153,70.1397567164179,75.18433529411764,40.79553214285714,67.1370746031746,52.47109848484849,58.44585333333333,58.3798894736842,26.742670588235292,81.81839374999998,49.44036666666666
2019-10-01,58.493576923076915,68.34921791044773,73.74254705882352,40.420024999999995,66.55197936507935,51.38446212121211,58.04378,57.13502631578947,26.071317647058823,81.819875,49.156
2019-10-02,57.73313846153846,67.13058507462685,72.73365882352938,40.24797857142856,65.40231428571428,50.47772727272728,57.35985333333333,56.34790789473683,25.57951764705882,80.53583125,47.59098333333333
2019-10-03,57.913507692307704,67.48641940298509,73.87765588235294,40.61812857142858,65.70176349206349,50.57508636363637,57.50914,57.101718421052624,25.956976470588238,80.73547500000002,48.20855
2019-10-04,58.63251923076924,68.2415686567164,74.85873823529413,40.946035714285706,66.20231587301585,51.355074242424244,58.24107333333333,58.061757894736836,25.779547058823532,82.63301874999999,48.688449999999996
2019-10-07,58.46353846153847,67.85406865671642,74.43233823529413,40.91120714285714,65.93787142857143,51.08223636363637,57.943373333333334,57.886694736842095,25.42189411764706,81.60128750000001,48.58945
2019-10-08,57.62507307692308,66.71502985074625,72.40587058823529,40.666075,64.83517460317462,50.058130303030296,57.230419999999995,56.195889473684204,25.103852941176466,80.57629374999999,47.547333333333334
2019-10-09,57.94106153846154,67.24947014925371,73.30756764705882,40.703174999999995,65.33312857142859,50.530677272727274,57.49820000000001,56.999497368421046,24.960094117647053,81.26514375,47.87116666666667
2019-10-10,58.199084615384606,67.84109402985072,73.8265,40.73285357142857,65.75334126984127,50.952375757575766,57.636300000000006,57.1647052631579,25.23774705882353,81.20510000000002,48.32863333333333
2019-10-11,58.87936923076923,69.27872985074625,74.93692647058823,41.04462857142857,67.04840634920635,51.75577727272727,58.00124000000001,58.462276315789474,25.584470588235295,82.53284999999998,49.687216666666664
2019-10-14,58.49598846153846,69.03112985074627,74.81649117647059,41.060971428571435,66.9132111111111,51.68873181818183,57.42854,57.91622368421052,25.359041176470587,81.93034374999999,49.52556666666666
2019-10-15,58.25864615384616,69.62665820895522,75.81953529411764,41.13283571428571,67.54578888888888,52.09203181818182,56.957406666666664,58.79784473684211,25.419770588235295,81.50193750000001,49.61168333333333
2019-10-16,58.31607307692308,69.45896268656716,75.64082352941178,41.23425,67.85351269841269,52.02872878787879,57.02722666666667,58.21585789473684,25.190535294117648,81.206875,49.85263333333333
2019-10-17,58.703457692307694,70.40851940298506,76.50215588235292,41.46588214285714,68.16868571428571,52.331328787878796,57.48081333333332,58.86127894736842,25.216152941176475,82.91568124999999,50.21471666666667
2019-10-18,59.0124076923077,70.3572134328358,76.3152911764706,41.691075,68.03728730158728,52.45009545454545,57.809153333333335,58.205747368421065,24.778252941176472,78.13385882352941,49.251216666666664
2019-10-21,58.80999230769231,70.63726716417911,76.50070882352941,42.002278571428576,68.35619682539684,53.01051818181819,57.86008000000001,58.768442105263155,25.04914705882353,78.50155294117647,50.13596666666667
2019-10-22,59.035746153846155,70.72903582089552,76.17757647058825,41.914446428571424,68.54771269841271,52.62149696969696,57.92319333333333,58.348415789473684,25.388252941176468,78.15281764705882,50.10285
2019-10-23,59.245850000000004,70.714634375,76.20631470588235,42.08415000000001,68.61493174603174,53.257112500000005,58.0952,58.19676315789474,27.0883125,75.86504705882352,54.3463
2019-10-24,59.96146923076923,71.01160298507462,76.02560294117647,42.371757142857135,68.91794603174603,52.172921212121224,57.94921333333333,59.14278157894737,25.489976470588232,76.59435882352942,50.105983333333334
2019-10-25,60.47666923076923,71.36148059701493,75.87965588235292,42.23133571428572,69.48882539682538,52.309916666666666,57.41976666666666,59.640818421052636,25.692994117647057,76.18180588235293,50.618900000000004
2019-10-28,60.95965384615385,71.81596268656716,75.34860285714286,42.32753214285714,69.40036825396825,52.701324242424235,56.739793333333346,60.46314736842105,25.80645882352941,76.45161764705882,51.0409
2019-10-29,61.433526923076926,72.37071194029852,75.76298571428572,42.512074999999996,69.20417460317461,53.131890909090906,56.930293333333324,59.92296578947368,25.818994117647055,76.44798823529412,51.032266666666665
2019-10-30,61.075211538461545,72.21472985074628,74.93398857142857,42.756589285714284,68.90581904761905,52.902300000000004,57.43383333333334,59.90453157894738,25.42870588235294,76.4576,49.8276
2019-10-31,60.67607692307693,71.55077761194028,74.15746571428572,42.538778571428566,68.71506666666666,52.14847575757575,57.300613333333324,60.46384473684211,24.88255882352941,76.97184705882353,47.798116666666665
2019-11-01,60.92729230769231,72.9610119402985,76.83962571428572,42.64114285714285,69.12985714285715,52.5775590909091,57.42389333333333,61.54018684210525,26.298664705882352,78.08191176470588,47.86553333333333
2019-11-04,60.893461538461544,73.39760447761194,77.0066742857143,42.607739285714274,69.52996190476189,53.04162575757576,56.27569333333334,62.10833157894737,26.935941176470585,76.76567058823528,48.014599999999994
2019-11-05,61.36465,73.53176716417913,77.04191428571428,42.40447857142857,70.06811428571429,53.24052424242425,55.892019999999995,62.639755263157895,27.371388235294116,76.49047647058823,48.52961666666666
