date,Materials,Industrials,Health Care,Real Estate,Consumer Discretionary,Financials,Utilities,Information Technology,Energy,Consumer Staples,Communication Services
2019-09-26,65.50326923076923,77.8601089552239,77.8915705882353,53.109399999999994,74.48069999999998,59.479746969696976,70.33399999999999,64.92299473684209,51.920982352941174,88.26991875,53.40253333333333
2019-09-27,65.58219999999999,77.83334776119405,76.99399117647059,53.088521428571426,74.5057253968254,59.48306969696969,69.98599999999999,64.68338421052633,51.37518235294118,87.67116875,53.48943333333333
2019-09-30,65.62024615384615,77.8057880597015,76.88626470588235,52.895842857142846,74.50710793650794,59.05890909090909,69.94899999999998,63.950826315789456,51.711711764705875,87.84977500000001,53.44445
2019-10-01,66.23340769230771,78.28316268656718,77.28744117647058,52.76161785714285,74.74769841269841,59.19969848484848,69.71034666666667,64.61403157894736,51.99994117647059,88.43398125,53.96321666666667
2019-10-02,64.17038076923077,74.8726895522388,74.75325294117648,52.17941428571427,72.95261428571428,57.228271212121214,69.08200000000001,61.95111578947368,50.25490588235294,87.10775625,52.661516666666664
2019-10-03,64.08192692307694,74.67514626865672,75.23060882352941,52.6085,72.5041746031746,56.69706212121212,68.62066666666665,62.37640789473685,49.653805882352934,86.52625,51.83486666666666
2019-10-04,64.72639230769231,75.42453731343285,76.43249999999999,52.835828571428564,73.25132063492063,57.379474242424244,69.25933333333333,63.36896315789473,49.636188235294114,88.41569375,52.63784999999999
2019-10-07,64.97909230769231,75.51196268656716,76.49496176470588,53.037614285714284,73.32072380952381,57.58191515151515,69.31633333333333,63.69010789473684,49.08707647058824,87.93346875,52.76181666666667
2019-10-08,64.26327307692308,74.55363582089552,75.19995882352941,52.82208928571429,72.62075555555555,56.726800000000004,68.81820666666667,62.74455263157895,48.97425882352942,87.01153125,51.823
2019-10-09,64.09198076923077,74.77631791044774,75.03376764705882,52.935828571428566,72.45739682539684,56.77150303030302,68.557,62.4773447368421,49.45611176470588,87.0848625,51.916466666666665
2019-10-10,64.43334230769231,75.36767462686566,75.4353705882353,52.73623571428571,72.94509841269843,57.32733484848485,68.70333333333335,63.04543684210527,48.80725294117647,87.07816875,52.12975
2019-10-11,65.75288076923079,77.55093880597013,77.01975882352941,53.22512142857143,74.56543333333332,58.47846818181818,69.36566666666667,64.47935789473682,49.60114117647059,88.87831874999999,53.69501666666666
2019-10-14,65.2703076923077,76.64052686567165,76.66708529411765,52.95237499999999,74.13826507936507,57.96997424242424,69.16799999999998,63.692718421052625,48.934376470588234,88.36248125,53.307633333333335
2019-10-15,65.00304615384616,77.2833328358209,77.34775588235296,53.21610714285714,74.86403015873016,58.60501515151516,68.53648,64.55411578947368,49.13348823529412,87.87531875,53.50143333333333
2019-10-16,64.73688461538461,77.23740746268658,77.41128823529411,50.708282142857136,75.10338571428571,58.567298484848486,67.94766666666666,64.39817894736842,49.46962941176471,87.07985,53.6927
2019-10-17,65.33783846153847,78.0191119402985,78.06048529411765,51.09779642857143,75.53143015873016,58.910693939393944,68.46788000000001,64.82510789473685,48.45292352941177,88.57716874999998,53.92988333333333
2019-10-18,65.23728846153848,78.12468059701493,78.13200294117647,51.25863571428572,75.38275396825397,58.95760606060607,68.79256,64.33625263157894,48.2905,84.17439411764707,53.80538333333333
2019-10-21,65.7247346153846,78.74528955223879,78.38722058823528,51.68232857142857,76.14303174603174,59.655324242424236,69.04266666666666,64.8200552631579,48.119647058823524,84.3205588235294,53.99106666666666
2019-10-22,65.52345769230769,78.8961119402985,78.43820588235295,51.818903571428564,76.26086666666667,59.748998484848485,69.31066666666666,64.7240947368421,49.08931764705883,84.06121764705883,54.41021666666666
2019-10-23,65.89144615384615,78.760525,78.0024205882353,51.79223214285714,76.25898571428571,59.75608593750001,69.24799999999999,64.35905263157893,52.48915625,83.22871764705882,58.8106
2019-10-24,66.65373461538462,78.8669552238806,77.81937058823529,52.27748571428571,76.71920476190476,58.92259393939394,69.37410666666666,65.12437368421052,49.55455294117647,81.97558235294119,54.3202
2019-10-25,67.04880384615385,79.44546716417909,77.58792352941177,52.175278571428564,76.9776492063492,58.925445454545454,68.97166666666666,65.53157368421053,49.68473529411764,82.07107647058824,54.62553333333334
2019-10-28,67.4983153846154,79.95627910447762,77.07792285714287,52.17103571428571,77.5471603174603,59.43717575757576,68.40953333333334,66.40767894736842,49.81684705882352,82.47883529411764,55.269349999999996
2019-10-29,68.04104615384615,80.3036343283582,77.61429428571428,52.551046428571425,77.10315396825396,59.683427272727265,67.92399333333333,66.39667105263158,49.69507647058823,82.52200588235294,55.080283333333334
2019-10-30,67.51786153846155,80.35392686567165,77.43856857142858,52.5657,76.63182222222223,59.66634696969697,68.42331999999999,65.93441315789474,48.83195294117647,82.34077647058825,54.67956666666666
2019-10-31,67.41737692307693,79.82681044776118,76.32401714285713,52.705771428571424,76.57855079365079,59.106957575757576,68.43033333333332,66.74799210526317,47.96694705882352,82.84907647058824,52.302233333333334
2019-11-01,67.7486576923077,80.79946119402986,78.71416571428571,52.61813571428571,76.93079206349206,59.37478484848486,68.55212,67.29695000000001,50.804105882352935,83.6226,52.2233
2019-11-04,67.71884615384614,81.42011343283582,78.82563714285715,52.48844642857142,77.3903158730159,59.8342303030303,68.36116666666666,68.29036052631578,52.34754705882352,84.79486470588235,52.56946666666667
2019-11-05,68.26968076923076,81.74409850746267,79.26606000000001,52.60797142857143,78.01817301587302,60.21150000000001,67.203,68.72588684210525,53.29118235294117,83.12080588235295,52.81641666666666
