date,Materials,Industrials,Health Care,Real Estate,Consumer Discretionary,Financials,Utilities,Information Technology,Energy,Consumer Staples,Communication Services
2019-09-26,-0.009690386291127616,-0.00398505954603145,-0.023277053527421973,0.0076440197380343595,-0.007184041054029405,-0.008086015933561223,-0.0015349124959057935,-0.004954960969736918,-0.02534496754246733,-0.00817525273038796,-0.0056058901027800125
2019-09-27,-0.003356567333157533,-0.004828707328285471,-0.01266807840899027,-0.004685962814672784,-0.002573996198421607,-0.0030224280030005358,-0.0055171227152076415,-0.019732249057299256,0.00039486138084628635,-0.00933632767371666,-0.012468620659733863
2019-09-30,0.005507508914919288,0.008520462087579174,0.01044185519301439,0.0008776705769051019,0.012483699811642926,0.00032415240483450524,0.0022631768411521726,0.007272923014808053,-0.013156516619551594,0.011997705452271638,0.008993880599870281
2019-10-01,-0.01704645696805903,-0.026578353653481983,-0.020076131187060163,-0.008617272575394411,-0.012031161682913086,-0.022895659391465373,-0.007201387734679906,-0.02210805121968969,-0.03284468761649342,-0.009916454498192985,-0.006537062056880641
2019-10-02,-0.018002274758505275,-0.01698741755178175,-0.01811422099851178,-0.0013491345378149576,-0.02057474064717402,-0.016249076614603966,-0.01260639140572239,-0.01197150136959039,-0.022730494778331858,-0.019438749842171914,-0.02798392616182424
2019-10-03,0.005524705092757553,0.004100054774207589,0.014888482731282548,0.009239991962938166,0.005139287370332286,0.00039750293076884323,0.0027527368748330025,0.012654241774269314,0.01637748706245803,0.0006671481567050583,0.004960838728236177
2019-10-04,0.0092527903096224,0.011487295956566805,0.014071744434365633,0.006829475968303228,0.004991507168372007,0.013185978207935151,0.011588185032798567,0.015824953738005153,0.002722548251418631,0.008322483596742803,0.010387912462784232
2019-10-07,-0.0007249416390283315,-0.0059781263206231325,-0.006378047450731931,-0.0015589502237186629,-0.003314825113789282,-0.005682655743568333,-0.005509891672241914,-0.0030618123490722066,-0.017480748679114234,-0.003614042148605406,-0.0021643968345687113
2019-10-08,-0.01837968450303938,-0.018263765549037112,-0.02246126456107756,-0.004774195019672102,-0.015343133548580282,-0.02101554484511239,-0.012641418705724645,-0.029587011529549345,-0.039642616565874256,-0.011606527134438573,-0.01677509319157469
2019-10-09,0.0021166960336212134,0.008567144426165551,0.007693433743864669,-0.0006619425602739607,0.008354519012866912,0.009255502845573893,0.005185471118062561,0.012965525609441777,-2.331097577234863e-05,0.0029316190873619787,0.012737625991324573
2019-10-10,0.01020374523574428,0.008844294983101549,0.00571786074544384,0.0001482936371631826,0.008283604241934679,0.009710715262560836,0.0020673428109268133,0.0034068344935192733,0.01596905819092832,-0.0017972074231603237,0.008936910925460189
2019-10-11,0.028466451115451378,0.02347443095657225,0.01651665976402732,0.005768553895363801,0.02652568674096231,0.01746940494353604,0.006552710840099083,0.02116689829678595,0.028270743918928146,0.013163042905949381,0.02598597671892441
2019-10-14,-0.009758691657499052,-0.002947096037249864,-0.0024053361381106892,-0.0003894681946903115,-0.0005635493700098379,-0.0009076141953423492,-0.009546987736979404,-0.006787869879297561,-0.019101866891614024,-0.0023317301524126994,-0.0012133789575998488
2019-10-15,0.0004216948874807974,0.009649279004619617,0.01645923721090889,0.0014844401276354724,0.011570103738512843,0.010448291705507656,-0.007526608652328167,0.014105818323174564,0.0027844756656489316,-0.005278587039753938,0.003830737696559108
2019-10-16,-0.002918946927195687,-0.0019030703080118118,-0.0012492639619720149,0.003081659698777243,0.006871118351168315,-0.002470229866255932,0.0013350197435141558,-0.008741969260657964,-0.0077818041703913215,-0.004913974849934886,0.00595969904427152
2019-10-17,0.007395394890021411,0.013257481184182766,0.013546544984367241,0.005310673903650741,0.0044327706591877816,0.004846167750417112,0.007970125428612855,0.009633205918167985,0.015888383945462253,0.010224482579613383,0.011852516416047742
